
2020-01-31_17-39-39,693645248,1,-143.350540,541.295288,1645.083374,270.763724,158.382213,92.584927,-77.565460,163.897217,918.919189,270.818550,164.011317,94.378072,-67.857468,37.488876,882.539612,272.838995,165.205647,96.289889,-46.998417,-154.299484,826.935974,273.765575,141.679795,93.825045,-29.059879,-124.405731,844.604126,235.971986,161.953936,188.986879,95.092186,-104.771172,803.651550,175.532140,170.090998,265.646652,114.201103,146.243484,759.674927,211.271397,142.923331,319.262676,-15.462004,257.918365,630.363708,66.695797,205.875411,38.686495,-86.286751,216.261536,664.688965,68.278716,199.180478,42.602424,-154.193634,144.895355,681.435669,69.526812,177.960192,50.820568,-134.881958,198.023376,617.345276,341.105878,181.656705,43.790605,-76.011604,-128.856003,847.530273,56.891329,200.250200,174.185348,-189.524429,-117.296501,805.436218,18.777830,199.430221,114.808496,-292.557465,105.600372,718.815857,309.781751,249.108356,350.044471,-216.268692,92.209679,515.892334,45.632248,256.113411,345.908504,-190.559235,73.751396,425.385956,68.486986,242.764857,10.112842,-125.644341,96.676727,355.330322,79.322087,205.076084,24.858099,-119.784012,82.105042,419.657532,358.358518,232.267398,25.577876,-0.504270,324.100800,971.135742,264.738014,166.390267,92.119884,-13.814305,683.677185,1058.250610,261.460812,141.939169,95.785741,-41.897331,960.835999,1276.375977,263.227511,156.996268,95.687722,-36.892967,1116.796753,1201.107544,107.040670,114.180024,257.123493,-160.650940,316.085663,973.122986,91.362890,191.555816,274.399785,-188.446640,677.341125,1047.205933,88.096052,214.085824,271.179047,-194.539627,973.389404,1247.581299,96.290110,201.204324,272.746567,-192.475952,1117.472412,1179.443115,250.450608,247.368826,71.712752,-43.044720,-213.434250,780.095947,280.219045,157.546110,95.687993,-65.965332,-228.849365,634.085327,280.219045,157.546110,95.687993,-23.821730,-255.416992,648.131042,66.766772,114.560005,300.954814,48.366287,-259.371429,740.420654,79.780947,202.453892,275.687971,-86.818581,-265.775726,656.239624,66.766772,114.560005,300.954814,-122.527115,-289.258514,769.616699,280.219045,157.546110,95.687993
2020-01-31_17-39-41,2243665248,1,-143.023132,526.517944,1619.318481,269.371103,157.209921,93.195070,-77.552826,162.603882,918.314514,269.437027,162.816862,94.856145,-66.891449,37.483231,879.431030,271.896441,164.096838,97.111069,-43.428822,-152.236908,820.298889,272.654358,140.536281,95.094455,-26.089983,-122.647446,838.771484,235.361618,163.001081,187.235216,98.907013,-106.778633,800.251892,173.767275,168.937824,265.893314,116.808174,142.546768,751.381592,213.265681,149.818800,319.263910,-23.213820,263.138184,643.910828,70.863095,193.842730,41.832046,-95.452538,214.604065,661.311523,71.665780,180.089178,47.340200,-157.796844,138.741821,644.684937,70.253233,158.594871,54.833614,-137.511459,204.720062,606.211670,344.128887,169.367637,45.274136,-72.872482,-127.603455,840.957275,55.437903,201.093603,174.004939,-185.342941,-115.792191,797.334473,17.726858,194.278130,117.452808,-301.289856,107.388130,733.329712,315.790075,247.599046,357.113774,-218.897827,103.234222,533.187378,46.040982,257.973951,341.943246,-197.498993,84.001419,442.061310,67.679219,247.615989,4.479499,-137.177139,100.293167,366.703339,80.401572,209.843761,20.456855,-126.736481,87.015137,434.236694,0.472230,233.626987,22.901358,-2.152145,321.206573,975.421143,263.018150,166.212029,92.386987,-17.076988,679.244751,1063.360229,259.079347,140.273832,97.356035,-51.801575,948.224976,1288.734131,259.545952,156.538805,96.245402,-40.111832,1104.571777,1216.394775,114.018531,115.897679,249.904312,-161.755997,312.980804,973.804077,93.015790,190.643480,274.635539,-191.031464,674.038818,1041.880371,90.098412,214.753991,272.208909,-202.315887,966.594360,1245.014404,98.555360,201.295102,273.196999,-196.847488,1110.407959,1177.744019,245.613256,246.437344,66.891932,-38.267403,-210.132721,772.445862,280.737097,157.628314,98.601297,-61.413956,-227.103500,627.149475,280.737097,157.628314,98.601297,-17.924566,-251.226807,640.863647,65.646601,114.695046,305.083931,54.867920,-251.011871,732.262024,79.262903,202.371684,278.601289,-79.991066,-264.920593,649.481506,65.646601,114.695046,305.083931,-113.347298,-289.918182,762.819458,280.737097,157.628314,98.601297
2020-01-31_17-39-42,3793875248,1,-143.518356,519.919250,1602.406616,267.410137,157.210919,93.642563,-77.998947,161.121475,920.797607,267.549767,163.179800,95.088004,-66.670052,34.256741,882.241638,269.814341,163.666193,97.098535,-42.852680,-157.334351,820.923218,270.069678,140.054067,96.155161,-25.639656,-127.784996,840.559998,234.395383,163.817738,189.430171,100.726006,-106.796951,803.387451,171.910845,169.195284,266.741883,115.120346,146.062881,755.052063,209.316248,147.537863,322.346626,-29.442646,257.605957,638.897034,59.896283,202.536919,38.252441,-102.712448,214.133408,667.425964,62.729034,177.045941,53.083904,-155.180435,130.642944,646.428467,60.199598,157.034759,64.158357,-145.259460,191.423599,615.480774,334.567715,179.040861,46.108548,-73.095009,-132.329727,841.118042,55.369574,203.818680,175.955411,-185.069794,-124.412193,791.564331,355.742182,186.465592,121.143361,-320.078674,99.011826,761.980530,352.846888,229.242245,37.805046,-207.036652,186.712219,595.981628,351.252568,249.150545,272.151136,-206.505493,139.927216,511.310272,5.786106,249.293851,287.683674,-166.372940,114.716927,424.278320,60.261369,224.833535,349.562256,-138.891159,119.375191,496.834564,332.310930,241.729168,342.110654,-2.658673,321.156403,981.296204,262.080873,166.876916,92.462519,-18.288610,684.596863,1066.104004,257.823577,140.112081,98.160023,-57.167068,955.734985,1295.031128,260.968118,153.821130,97.293226,-51.878178,1117.358398,1228.671265,108.980092,117.865122,256.044562,-164.141525,313.717010,974.556274,93.528810,190.338321,274.785044,-194.761795,679.509033,1041.517944,90.741904,216.256316,272.649370,-208.207779,970.088074,1254.856445,97.753971,201.981989,273.427548,-204.932648,1116.470459,1188.333862,248.014438,246.130557,69.616457,-36.587475,-215.429855,771.986633,275.334409,155.572792,98.460911,-48.648483,-224.742065,622.832581,275.334409,155.572792,98.460911,-6.850800,-251.600800,638.924133,78.431958,114.967936,291.184410,59.048477,-258.773804,736.888672,84.665591,204.427208,278.460915,-70.663147,-263.218658,641.945251,78.431958,114.967936,291.184410,-114.558372,-292.412140,752.244019,275.334409,155.572792,98.460911
2020-01-31_17-39-44,1048850952,1,-151.100998,527.767273,1603.395874,269.470044,157.290521,95.403361,-77.223297,164.816895,918.604004,269.538527,164.421712,97.060975,-61.388672,37.235558,882.709106,270.161231,166.653088,100.085075,-27.032003,-156.326889,831.380676,270.430462,143.046419,99.006171,-11.446655,-124.814995,849.505676,238.100542,163.263591,187.940671,115.440086,-107.116234,810.980469,175.947494,168.151361,269.162940,119.137695,145.961807,757.879761,211.707924,145.170719,326.046968,-28.656847,245.474258,633.910767,53.894629,209.045860,29.538424,-104.749084,214.499924,670.943054,59.147293,172.233193,54.385212,-153.473801,130.673050,642.227356,55.252411,153.063886,67.213894,-152.032608,189.484787,624.113159,330.251512,186.317197,39.809740,-58.733784,-131.885681,850.275391,56.730020,205.789792,174.805029,-169.094162,-121.851913,796.729492,352.640631,195.596563,115.897540,-279.946991,106.465271,725.882202,2.649895,225.031323,45.742575,-171.536926,217.722504,570.371033,319.872601,226.008087,242.661402,-200.864517,147.843414,509.777954,351.310597,237.504472,281.908904,-161.381592,108.301460,427.574554,41.333200,224.987718,343.388324,-142.514572,117.498627,479.621155,269.680673,242.942218,283.196413,-6.951138,328.824860,976.232361,264.918385,164.377545,94.874707,-37.611923,688.332886,1077.125610,261.457542,139.433850,98.644575,-78.494278,957.240356,1309.976807,262.614404,154.112873,98.570390,-80.512291,1118.827881,1241.983643,106.173173,117.092934,260.534720,-168.558838,314.124084,974.847900,91.254380,190.228634,277.032081,-213.648285,679.656128,1041.305908,88.025644,214.182081,273.752342,-233.236801,978.332336,1244.585327,95.814877,203.393330,275.583402,-239.581573,1126.515869,1181.174927,253.323117,245.454131,77.362914,-17.468855,-216.664108,785.423340,285.392085,160.576079,104.515503,-47.194271,-247.015961,641.168030,285.392085,160.576079,104.515503,0.591116,-264.558350,653.521912,53.031013,114.597060,324.134305,79.200623,-248.316620,740.884338,74.607929,199.423920,284.515524,-59.372131,-285.861816,667.380920,53.031013,114.597060,324.134305,-82.635864,-307.346069,785.837891,285.392085,160.576079,104.515503
2020-01-31_17-39-45,2598955952,1,-155.005936,545.895935,1650.180420,270.945426,157.791223,94.676261,-79.618782,166.838379,931.886902,270.974363,163.479903,96.494567,-64.814133,37.062824,893.091492,271.999132,164.300203,97.870774,-37.868069,-159.461349,832.503906,272.772708,140.743032,95.807069,-20.296074,-128.475601,851.513550,235.334121,159.403854,187.728600,106.381889,-111.283714,803.471741,171.582420,170.675008,267.090320,119.605904,148.892639,760.694458,207.466581,146.086702,328.117892,-36.536983,246.015366,637.067627,57.976734,210.526350,33.188962,-111.138802,210.696701,677.684753,62.668397,168.190841,57.553509,-155.602585,125.078934,640.962219,58.140992,148.369826,69.567052,-161.239182,185.617615,631.551819,334.015658,187.193692,41.874565,-68.708969,-134.270065,853.860107,55.695019,203.057319,175.413813,-183.939362,-125.026863,804.654114,357.133435,196.201495,110.443212,-274.162659,117.016998,729.599976,7.785947,227.577494,42.445532,-162.465790,219.173157,563.962341,314.771361,220.787709,237.841632,-199.987717,145.863968,508.927948,349.915426,237.207222,282.950103,-159.122498,106.405304,424.852356,40.455426,225.510034,344.980938,-144.505966,112.024124,473.829437,256.721334,240.949521,270.437205,-6.095439,334.670959,987.239624,265.780763,168.107797,94.084365,-32.751286,707.968018,1066.052734,262.428561,139.373393,97.828377,-70.536339,982.793457,1304.045654,265.393651,155.206499,97.998780,-77.267242,1145.899292,1230.680664,101.342087,115.375047,265.487308,-171.097977,320.140717,989.770386,89.842145,189.106883,276.628849,-214.644287,694.847534,1050.239014,86.312914,215.955317,272.481784,-227.590714,993.550781,1267.107178,93.723831,201.882619,274.449770,-235.293793,1142.909058,1198.206665,256.909421,247.443431,80.322481,-31.754147,-219.577911,783.121033,275.938884,160.014052,99.039366,-43.559093,-241.169556,631.593567,275.938884,160.014052,99.039366,-0.426773,-266.692871,650.233032,74.119358,110.815010,295.967354,66.873817,-265.235565,750.912231,84.061116,199.985948,279.039369,-65.599190,-279.233978,654.141602,74.119358,110.815010,295.967354,-110.423698,-300.857758,768.992554,275.938884,160.014052,99.039366
2020-01-31_17-39-47,4148667952,1,-219.114502,513.800903,1728.207153,270.869540,178.766996,94.113498,-102.942001,118.638725,900.735779,271.547626,177.712194,95.672348,-91.198875,0.677526,895.953674,269.676341,171.658768,97.349268,-68.449867,-175.913818,865.750732,269.754187,148.043719,96.562018,-53.523914,-147.332016,879.760071,242.255283,171.073545,198.843814,57.651459,-109.390015,861.308899,220.433047,174.676882,255.049604,116.698013,111.739998,839.983276,80.352850,132.379914,81.539309,97.564507,-16.888596,697.466736,227.198554,216.943034,71.708442,87.226692,-75.509026,751.063293,214.651076,132.045859,147.182834,135.561035,-122.294601,691.450806,229.184659,147.447128,125.052801,87.757736,-56.162231,811.219238,123.147848,236.100371,48.458075,-95.822495,-151.497162,879.983582,59.147933,202.582768,162.929944,-192.379135,-121.847740,837.974487,20.305516,199.020436,111.356500,-273.017395,84.377312,761.641602,286.760347,222.642102,319.089314,-164.406219,-9.740047,629.292358,314.335884,173.327615,219.000984,-225.354187,-67.325623,649.474487,329.597079,216.409111,270.807208,-200.887421,-126.353401,588.460938,4.643866,225.859858,321.935772,-206.994446,-125.030441,627.819641,231.786232,196.952677,234.684597,-38.050861,272.062164,895.568909,266.928502,191.510618,93.481138,-57.864506,597.772095,829.117004,265.030541,158.371717,96.269714,-90.173607,891.850098,946.420044,279.040820,177.808693,98.337772,-119.514465,994.719116,833.100647,15.144509,98.615593,353.348850,-181.902206,261.672150,897.756592,83.498280,172.993842,276.192043,-217.514465,589.913025,857.181152,80.664738,202.732947,269.019141,-212.436829,886.488342,981.460022,92.957222,182.648102,271.650621,-213.400223,989.651184,881.895447,210.471192,264.660024,32.017597,-61.861485,-233.187912,829.787048,277.751482,161.688499,96.808271,-76.096260,-255.984726,698.851440,277.751482,161.688499,96.808271,-38.770405,-278.744415,714.867188,67.826421,109.832658,300.233038,22.104002,-276.308990,800.940552,82.248517,198.311503,276.808274,-95.693680,-287.898682,720.056152,67.826421,109.832658,300.233038,-132.620270,-302.309662,821.579468,277.751482,161.688499,96.808271
2020-01-31_17-39-48,1403896656,1,-179.587708,531.546448,1795.067871,266.378477,181.852569,88.765714,-93.745422,120.898323,912.935669,267.139991,176.800981,90.607096,-92.477325,4.005551,906.358459,266.422278,166.826575,93.719237,-81.082359,-168.198898,861.860596,265.880382,143.210910,94.513496,-65.089012,-142.505814,878.826233,238.299860,172.342604,181.567238,51.173054,-139.324905,863.189148,195.232076,178.616081,246.007015,143.390747,67.867233,857.710205,245.527344,146.188729,263.985537,159.966797,225.195404,751.759949,192.557643,172.508353,30.104972,93.029579,183.151154,752.315857,193.567531,173.459502,22.499486,6.659142,163.942017,746.041870,195.010651,179.133793,0.459018,50.963863,202.387772,794.145081,106.680791,182.715014,7.549241,-106.977501,-143.442642,876.835083,59.076251,198.729789,175.231498,-208.865616,-134.943298,842.168945,5.650386,188.895841,116.801739,-311.836731,68.889153,806.424927,48.486961,203.739776,89.692784,-310.890381,245.382401,728.802490,356.127069,237.340365,294.316620,-289.975861,194.024750,664.233276,357.224339,237.381180,295.619647,-246.778336,166.408890,593.710388,43.402156,222.178386,353.540203,-226.763779,193.355270,658.588745,315.041803,233.914129,345.218137,-15.462510,265.376068,905.836487,248.999326,242.311426,70.591767,35.281937,409.406830,614.828796,259.587918,171.520160,92.423008,22.148750,719.775391,661.143860,254.930726,180.810318,93.125824,51.285103,820.221863,548.392395,182.791331,105.807412,180.454072,-157.502151,268.148254,896.848572,90.588511,115.790563,269.639189,-156.602615,410.977844,601.261169,91.364875,183.712488,266.972012,-139.872421,727.253418,621.811829,85.646728,175.460689,267.765175,-147.525314,816.367188,512.171204,58.954006,264.766397,236.610612,-76.856239,-221.735535,821.701416,275.784025,166.592531,93.588346,-87.475822,-253.991608,694.235352,275.784025,166.592531,93.588346,-52.854507,-277.358154,713.382202,67.082325,104.580882,297.186447,3.985744,-271.711792,800.375122,84.215975,193.407469,273.588346,-109.664215,-282.334808,716.780151,67.082325,104.580882,297.186447,-150.748230,-285.798615,816.121765,275.784025,166.592531,93.588346
2020-01-31_17-39-50,2954773656,1,-179.646286,488.370819,1620.648682,265.067932,153.745381,91.928815,-107.523705,155.411240,944.452148,265.338143,164.233078,92.754936,-101.493996,30.815191,909.182739,266.108305,168.872533,93.896125,-88.153893,-161.435806,866.770508,265.540048,145.261254,94.823217,-70.643845,-132.308075,884.674683,239.676036,167.751971,187.031419,55.372074,-116.765167,857.111145,202.543153,166.734080,256.909497,110.740501,121.344948,799.476013,112.618166,119.872475,53.438857,48.196434,37.010044,616.679443,204.881583,187.151341,100.444555,69.028267,-45.157829,638.454224,195.355055,200.785970,61.447464,11.858210,-115.054222,677.068237,185.788975,205.019930,37.195090,42.225449,-66.339508,698.457886,112.809532,200.875924,79.195741,-117.000946,-133.518372,882.151917,57.430355,207.061313,166.217829,-220.379028,-108.160439,827.773132,9.174441,196.169912,108.808863,-299.625641,124.506775,756.503723,294.910247,197.880835,316.036760,-153.392380,-16.527712,690.959106,66.504089,126.072069,187.177448,-207.755737,-10.179872,767.668945,294.238433,235.123864,8.089189,-179.704300,6.221644,676.768372,25.157041,254.968783,103.750053,-166.265701,-6.067168,824.231689,294.636410,109.770367,240.061064,-29.225803,303.701843,1015.449646,262.301083,155.784900,91.552323,-38.215370,635.425537,1164.692017,258.935099,140.520881,94.788217,-60.619919,902.893250,1385.782959,262.800900,153.011004,94.408491,-51.696262,1060.791138,1322.688965,105.113072,118.093423,257.395421,-186.360901,304.410522,1003.297913,95.168869,203.542357,273.570176,-207.110535,636.979675,1148.477173,91.895636,217.878902,271.435189,-214.057404,914.253723,1364.232788,98.785419,204.390129,272.048853,-205.490341,1059.302246,1305.671021,248.269975,243.544801,68.062916,-83.023956,-222.230835,824.463440,275.933069,161.161347,95.838783,-95.078026,-244.979584,680.701721,275.933069,161.161347,95.838783,-55.501911,-271.157318,699.044128,73.144924,109.718457,293.678992,8.299550,-271.441254,794.989197,84.066938,198.838653,275.838798,-118.083282,-279.531769,702.796753,73.144924,109.718457,293.678992,-162.044327,-295.511597,812.309937,275.933069,161.161347,95.838783
2020-01-31_17-39-51,197542360,1,-158.241882,498.623291,1674.561768,268.821605,154.232244,89.706371,-96.147415,151.110306,944.499329,268.855418,165.774360,91.213774,-93.460838,25.778814,912.668152,269.744245,171.140906,93.278716,-82.411430,-167.705688,877.988892,269.842110,147.526853,92.454757,-63.948185,-137.914932,893.497742,241.889953,167.939377,188.585509,61.403706,-118.989708,866.411194,194.329300,170.103183,256.241173,120.117485,120.793495,823.340088,117.084268,132.025172,47.410299,24.828337,17.130167,667.098145,200.030462,194.718654,86.046691,23.878347,-63.682072,700.165955,199.889703,194.126696,85.358861,0.127867,-154.127060,729.439270,192.977047,200.640249,62.537348,-11.510402,-69.869400,758.947571,104.867816,206.064087,62.550201,-110.266083,-139.181580,893.808228,60.296414,201.302729,164.782329,-217.479584,-110.016853,850.482483,15.087270,194.065957,110.673923,-304.923279,121.714859,788.425659,290.849396,205.700848,316.382320,-165.981674,-10.679171,696.057800,7.162146,114.483210,223.919575,-188.968567,-26.204702,785.893433,332.150970,242.286227,20.952239,-170.182068,9.270504,698.342224,43.306540,235.593391,100.584582,-133.281387,-53.181881,818.855652,239.382229,128.030136,273.966318,-12.558237,298.885162,1009.203918,264.027744,153.571492,89.936922,-12.200247,623.980835,1170.784424,261.118388,140.287569,92.241597,-22.639446,890.672546,1392.463257,262.398912,152.817812,92.397635,-7.329339,1047.983154,1330.173584,105.713112,118.384653,254.672898,-169.764526,301.099731,1006.291992,92.211504,204.259245,271.628010,-179.157578,631.588928,1155.290649,88.464008,216.265824,268.617231,-172.336060,914.189392,1362.682129,95.356388,205.267459,270.361751,-166.310547,1059.693848,1305.910522,255.542081,243.785821,74.335221,-79.734787,-230.142303,838.217041,279.423569,163.688696,96.024426,-98.769180,-260.277863,696.925659,279.423569,163.688696,96.024426,-57.785606,-284.634430,714.343445,60.772573,108.773533,306.605362,10.810397,-278.802032,806.412170,80.576436,196.311312,276.024410,-119.733528,-294.055695,721.842102,60.772573,108.773533,306.605362,-157.406952,-305.359680,833.957336,279.423569,163.688696,96.024426
2020-01-31_17-39-53,1738924360,1,-163.075531,506.927582,1709.521973,270.547169,155.337861,88.217895,-100.467239,145.309586,943.002747,270.498411,165.215807,90.057826,-100.308846,18.245756,909.416199,272.210295,168.133865,91.235036,-96.338287,-176.525986,863.899963,272.856859,144.581598,89.170601,-76.036621,-147.615921,880.295166,238.494414,165.748802,188.230133,50.322807,-129.339478,847.867126,155.089386,183.281682,247.356721,148.198441,105.291618,862.444153,153.199284,155.340708,6.966702,-44.602409,81.732643,773.273376,80.645306,225.996946,93.546714,-53.203518,18.887486,835.320618,84.061697,173.233308,101.530196,-32.376091,-74.059875,806.319519,83.231940,150.663355,104.155737,-80.551888,-41.160820,811.937317,353.388025,201.292415,92.798454,-123.061737,-147.657501,882.665710,57.784294,200.726811,161.914182,-230.803207,-112.471733,839.777039,11.130991,188.651262,107.994063,-310.043976,131.492020,800.748840,300.207663,218.895104,325.443598,-171.315887,35.945713,664.852478,358.927779,130.191565,223.515895,-210.370514,2.986323,745.575745,319.846106,212.414069,344.542106,-138.592270,7.207971,679.176331,352.374901,229.383836,32.110414,-163.114822,-39.311058,778.029785,249.796027,142.574390,259.141920,-11.810705,295.517731,1003.533936,263.750958,155.160395,88.632616,-3.821940,630.195984,1158.502075,260.466546,138.842666,91.615726,-11.306273,895.531921,1390.529297,262.732362,150.834453,91.687205,5.417850,1057.313110,1332.665283,103.960910,120.197359,255.648328,-171.535141,299.853424,1004.921082,92.390702,202.823601,270.328045,-173.479828,639.499695,1147.862183,88.729400,216.579093,267.369019,-160.347198,925.291321,1360.171631,98.605262,208.329859,269.530092,-145.536850,1075.581665,1310.976929,251.758603,239.962583,68.699084,-97.226242,-237.862701,820.276001,279.696762,162.580347,90.450657,-120.091309,-263.716675,676.282654,279.696762,162.580347,90.450657,-80.924858,-292.675140,693.240967,61.771901,109.863316,300.167738,-10.531893,-295.252533,786.432861,80.303224,197.419649,270.450646,-144.464447,-296.326599,701.092346,61.771901,109.863316,300.167738,-183.131699,-306.294403,815.031677,279.696762,162.580347,90.450657
